geno,ngr2,ngr3,ngr4,ngr5,ngr6,ngr7,ngr8,ngr9,ngr10,ngr11,ngr12,ngr13,ngr14,ngr15,ngr20,ngr25,ngr30,ngr35,ngr40,ngr45,ngr50
X908015257016_B_1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_B_10,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_B_11,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257016_B_12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257016_B_2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257016_B_3,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_B_4,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_B_5,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_B_6,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_B_8,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_B_9,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_C_1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_C_10,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_C_11,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_C_12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257016_C_2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_C_3,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_C_4,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_C_5,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_C_6,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_C_7,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_C_8,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_C_9,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_D_1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_D_10,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_D_11,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257016_D_12,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_D_2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_D_3,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_D_4,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_D_5,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_D_6,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_D_7,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_D_8,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_D_9,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_E_1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_E_10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257016_E_11,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257016_E_12,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_E_2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_E_3,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_E_4,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_E_5,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_E_6,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_E_7,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_E_8,1,1,1,1,1,3,3,3,4,4,4,4,4,4,9,9,10,10,11,12,12
X908015257016_E_9,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_F_1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_F_10,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_F_11,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_F_12,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_F_2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_F_3,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_F_4,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_F_5,1,1,1,1,1,3,3,3,4,4,4,4,4,4,9,9,10,10,11,12,12
X908015257016_F_6,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_F_8,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_F_9,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_G_1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257016_G_10,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_G_11,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257016_G_2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_G_3,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_G_4,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_G_5,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_G_6,1,1,1,1,1,3,3,3,4,4,4,4,4,4,9,9,10,10,11,12,12
X908015257016_G_7,1,1,1,1,1,3,3,3,4,4,4,4,4,4,9,9,10,10,11,12,12
X908015257016_G_8,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_G_9,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_H_1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_H_10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257016_H_11,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_H_2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_H_3,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_H_4,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_H_5,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_H_6,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_H_7,1,1,1,1,1,3,3,3,4,4,4,4,4,4,9,9,10,10,11,12,12
X908015257016_H_8,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257016_H_9,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_A_1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_A_10,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,12,12,13,32,33
X908015257017_A_11,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_A_12,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,28
X908015257017_A_2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_A_3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_A_4,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_A_5,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_A_6,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X908015257017_A_7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_A_8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_A_9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_B_1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_B_10,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_B_11,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_B_12,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_B_2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_B_3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_B_4,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_B_5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_B_6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_B_7,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_B_8,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_B_9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_C_1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_C_10,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9
X908015257017_C_11,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_C_12,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_C_2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_C_3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_C_4,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_C_5,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_C_6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_C_7,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_C_8,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_C_9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_D_1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_D_10,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_D_11,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_D_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X908015257017_D_2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_D_3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_D_4,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_D_5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_D_6,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_D_7,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_D_8,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_D_9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_E_1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_E_10,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_E_11,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_E_12,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_E_2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_E_3,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_E_4,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_E_5,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_E_6,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_E_7,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X908015257017_E_8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,35,37,40
X908015257017_E_9,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_F_1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_F_10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,35,37,40
X908015257017_F_11,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_F_12,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_F_2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_F_3,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_F_4,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_F_5,1,1,1,1,1,3,3,3,4,4,4,4,4,4,9,9,10,10,11,12,12
X908015257017_F_6,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_F_7,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_F_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,12,12,13,32,33
X908015257017_F_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,12,12,13,32,33
X908015257017_G_1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_G_10,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_G_11,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_G_2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_G_3,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_G_4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_G_5,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_G_6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_G_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,12,12,13,32,33
X908015257017_G_8,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_G_9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_H_1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_H_10,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_H_11,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_H_2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_H_3,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_H_4,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257017_H_5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_H_6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257017_H_7,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,12,12,13,32,33
X908015257017_H_8,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257017_H_9,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_A_1,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_A_10,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_A_11,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257018_A_12,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_A_2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,35,37,40
X908015257018_A_3,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_A_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X908015257018_A_5,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_A_6,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X908015257018_A_7,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X908015257018_A_8,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_A_9,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,17,21,22,23
X908015257018_B_1,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_B_10,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_B_11,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,12,12,13,32,33
X908015257018_B_12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,35,37,40
X908015257018_B_2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,35,37,40
X908015257018_B_3,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_B_4,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,28
X908015257018_B_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X908015257018_B_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X908015257018_B_7,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X908015257018_B_8,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_B_9,1,1,1,1,1,3,6,6,7,7,7,7,7,7,8,8,27,31,36,38,41
X908015257018_C_1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,12,12,13,32,33
X908015257018_C_10,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_C_11,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257018_C_12,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_C_2,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,12,12,13,32,33
X908015257018_C_3,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_C_4,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,28
X908015257018_C_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X908015257018_C_6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
X908015257018_C_7,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X908015257018_C_8,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_C_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X908015257018_D_1,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_D_10,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,28
X908015257018_D_11,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257018_D_12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257018_D_2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257018_D_3,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_D_4,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_D_5,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,28
X908015257018_D_6,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,28
X908015257018_D_7,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,28
X908015257018_D_8,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257018_D_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X908015257018_E_1,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_E_10,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_E_11,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_E_12,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,12,12,13,32,33
X908015257018_E_2,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_E_3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257018_E_4,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,28
X908015257018_E_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X908015257018_E_6,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X908015257018_E_7,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,17,21,22,23
X908015257018_E_8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257018_E_9,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,12,12,13,32,33
X908015257018_F_1,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_F_10,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_F_11,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_F_12,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,28
X908015257018_F_2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,35,37,40
X908015257018_F_3,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,28
X908015257018_F_4,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_F_5,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_F_6,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X908015257018_F_7,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,28
X908015257018_F_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X908015257018_F_9,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_G_1,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_G_10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257018_G_11,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_G_2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
X908015257018_G_3,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,28
X908015257018_G_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X908015257018_G_5,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_G_6,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
X908015257018_G_7,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257018_G_8,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257018_G_9,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_H_1,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_H_10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,35,37,40
X908015257018_H_11,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_H_2,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_H_3,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,39
X908015257018_H_4,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
X908015257018_H_5,2,3,3,4,4,5,5,5,6,6,6,6,6,6,18,20,23,25,30,31,32
X908015257018_H_6,1,1,1,1,1,3,6,6,7,7,7,7,7,7,13,14,16,16,26,27,28
X908015257018_H_7,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
X908015257018_H_8,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,8,8
